field_1,user_id,name,screen_nam,tweet_id,text,coordinate,timestamp_,date_time,long,lat,BoroCD,Shape_Leng,Shape_Area
4199,47503821,Jenny Bruce,jennybrucenyc,924088012950196224,Happy Friday! When you are tired and only have time for one take. .When a voice  breaks no it… https://t.co/g97svEjNwc,"40.7142,-74.0064",1509154725669,2017-10-27 21:38:45-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
4201,458801257,Alyssa DeFillipo,lyssdefillipo,924088041219739649,"Do you want to play a game? 🔪 @ Manhattan, New York https://t.co/vpOhAAsgxC","40.7779,-73.9675",1509154732409,2017-10-27 21:38:52-04:00,40.77790,-73.96750,164,32726.02375,38312049.54350
4204,2899974283,Melissa Menard,homewithmelissa,924088060173791233,"Happy Halloween!
#netflixandchill 
#thisismyla #melissamenardhomes #955plj @ New York, New York https://t.co/RbIHKmM8Qe","40.7142,-74.0064",1509154736928,2017-10-27 21:38:56-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
4205,12236872,Seph Skerritt,SephSkerritt,924088076149944321,"Skipped work today @ New York, New York https://t.co/DVFpLoI0UQ","40.7142,-74.0064",1509154740737,2017-10-27 21:39:00-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
4207,22408532,PattyChocolateMilk,PattyChocMilk,924088119468716033,"#Ginger #Goddess Susie &amp; #LukeCage on the streets of #NewYorkCity on the eve of her… https://t.co/lgEvqDM81p","40.7142,-74.0064",1509154751065,2017-10-27 21:39:11-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
4209,83674794,Harry Wood,wood423,924088145557278720,Just posted a video @ LaGuardia Airport https://t.co/49EjqbabON,"40.77267262,-73.87200384",1509154757285,2017-10-27 21:39:17-04:00,40.77267,-73.87200,480,45443.09168,32719498.09020
4210,17772363,2 Hungry Bros,2HungryBros,924088151743877121,ooooow @ The Gene Frankel Theatre https://t.co/mogdlAeMsD,"40.72639692,-73.99360657",1509154758760,2017-10-27 21:39:18-04:00,40.72640,-73.99361,102,34910.33502,37723314.25230
4211,3225364383,5 o'clock Podcast,5oclockpodcast,924088153807388672,Drinking a Cucumber Blessings by @MillHouseBrewCo at @toastuptown — https://t.co/PhxUO6yQah,"40.8148,-73.9591",1509154759252,2017-10-27 21:39:19-04:00,40.81480,-73.95910,109,34958.20173,41889762.67080
4213,20529586,Alexander Rea,AlexanderRea,924088167069753344,They showed up the first week and keep moving around the store. I’ve not seen anyone buying… https://t.co/DqwzaFRNRQ,"40.71617181,-73.95985365",1509154762414,2017-10-27 21:39:22-04:00,40.71617,-73.95985,301,69142.27325,131756437.44400
4214,38660572,Lisa Isaacson,TeeteeintheCity,924088209063194624,Well worth it #pumpkincheesecake @ Upper West Side https://t.co/j707NvON12,"40.78694444,-73.97527778",1509154772426,2017-10-27 21:39:32-04:00,40.78694,-73.97528,107,39863.65387,53153440.31120
4215,957442100,Shayna Hodge,fabulousmusclez,924088261550604288,"Piston Squats and Prosecco. @ New York, New York https://t.co/ymm6576avO","40.7142,-74.0064",1509154784940,2017-10-27 21:39:44-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
4216,7086832,Vincent Malisz,malisz,924088275719065600,"Dog in a cab à New York, New York https://t.co/l6272AkUEU","40.7142,-74.0064",1509154788318,2017-10-27 21:39:48-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
4217,1523236202,Vicky,TheChicGazelle,924088319465492482,"How to stand out in a crowd:
1. A velvet wrap dress
2. A statement jacket
3. Bright Red… https://t.co/KWOtUECFKP","40.69416667,-73.91861111",1509154798748,2017-10-27 21:39:58-04:00,40.69417,-73.91861,304,37008.10041,56663216.54580
4218,28054681,T-Pain,TPAIN,924088327388659712,I️ love seein my niggas win! @yogottikom #IStillAm available right now. #TimeSquareNYC shit.… https://t.co/rtvIb7u6gV,"40.75839,-73.98644",1509154800637,2017-10-27 21:40:00-04:00,40.75839,-73.98644,105,35291.45846,43790805.32250
4220,173910357,Nicolo Michelli,Frigemover,924088452777414656,Drinking a Miles Marathon Session IPA by @SingleCutBeer at @frigemover — https://t.co/H6zlf88CLf,"40.7686,-73.8925",1509154830532,2017-10-27 21:40:30-04:00,40.76860,-73.89250,401,90037.84523,171549338.61900
4221,83760748,Filmz La Movie,JFILMSHD,924088462399234048,"Be grateful on anything you do, my please to work with chrisbrownofficial #Dope #LaMovie #Se… https://t.co/ovVCCpMX1r","40.7142,-74.0064",1509154832826,2017-10-27 21:40:32-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
4222,65228781,Zabala al Dia.com,zabalaaldia,924088474684313600,Desvelarán rótulo en esquina del Alto Manhattan en recordación de víctimas del vuelo 587… https://t.co/NtHL6SIac6,"40.7142,-74.0064",1509154835755,2017-10-27 21:40:35-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
4223,1123716289,Ruth Mary,dolcefashionist,924088480380129280,TGIF! As this week ends and my new career begins! Thats why I have been a little m i a because I… https://t.co/9TYwGTsViN,"40.7302,-73.9369",1509154837113,2017-10-27 21:40:37-04:00,40.73020,-73.93690,402,72178.85260,139896643.48500
4225,24697067,Simeon Coker,CognacJones,924088512441225216,"Issa movie #attcreators #unbecomingamongstthorns @ New York, New York https://t.co/sGmFd0VZD7","40.7142,-74.0064",1509154844757,2017-10-27 21:40:44-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
4226,4858130548,Anthony Buddha white,antbuddhawhite,924088512281903104,em_guala titon_rosavelli_frgt topgualagram gualaproduction #gualatalk #GualaBoys #gualalife… https://t.co/9QXfJm1Ycy,"40.80903333,-73.94837222",1509154844719,2017-10-27 21:40:44-04:00,40.80903,-73.94837,110,35828.70393,39083687.26840
4227,298131646,Per Sundlöf,supegu,924088548411822081,Har precis lagt upp ett foto @ The High Line https://t.co/ek03wstRfx,"40.7406616,-74.0067978",1509154853333,2017-10-27 21:40:53-04:00,40.74066,-74.00680,102,34910.33502,37723314.25230
4228,186896415,Charles Severn,CharlesSevern,924088549997195264,NYC street from roof top bar @ Pod 39 Hotel https://t.co/MePoZXznGI,"40.74931,-73.97664",1509154853711,2017-10-27 21:40:53-04:00,40.74931,-73.97664,106,42672.56264,38728544.81190
4229,704940152,KJM,KennyJMoran,924088569785933824,🏀 ballin' 🏀 @ Madison Square Garden https://t.co/vUVNkYT37w,"40.7506734,-73.9923478",1509154858429,2017-10-27 21:40:58-04:00,40.75067,-73.99235,105,35291.45846,43790805.32250
4232,28438428,Stephen Fried,venueczar,924088615285567488,I love public art washingtonsquarepark_                 #publicart @ Washington Square Park https://t.co/y7Re1wDFWt,"40.73083333,-73.9975",1509154869277,2017-10-27 21:41:09-04:00,40.73083,-73.99750,102,34910.33502,37723314.25230
4233,339217771,Elle,elle1515,924088630968172544,Today was a gr8 day!! #NewMusicFriday!!! #Repost @atlanticrecords… https://t.co/LPsbAcE8o9,"40.76916667,-73.96555556",1509154873016,2017-10-27 21:41:13-04:00,40.76917,-73.96556,108,53561.20587,55168905.39990
4234,810168514510258177,Andrew Coletti,passtheflamingo,924088645736333313,#parovstelar @ TERMINAL 5 https://t.co/U1aqtcWe9k,"40.76986,-73.99267",1509154876537,2017-10-27 21:41:16-04:00,40.76986,-73.99267,104,67935.34164,49291527.00720
4235,1637346145,itsmeevee,Vanessa_Cajucom,924088661049618432,Happy Birthday Mom 🍕🥂#63 #pizzanpinot @ Keste Fulton https://t.co/DIQdtFkRGN,"40.70932031,-74.00493622",1509154880188,2017-10-27 21:41:20-04:00,40.70932,-74.00494,101,73178.67348,42555349.76560
4237,22279074,Victoria Cairl,vikcairl,924088688811929600,#ticketing and #broadway nerds rejoice. @colleennicole went as a Verified… https://t.co/P0vfg7Q0uu,"40.7579,-73.9875",1509154886807,2017-10-27 21:41:26-04:00,40.75790,-73.98750,105,35291.45846,43790805.32250
4239,45486717,GwentheCat,kenoohki,924088788946526208,Just posted a photo @ Lower Manhattan https://t.co/Dufx9Bn29G,"40.7078,-74.0119",1509154910681,2017-10-27 21:41:50-04:00,40.70780,-74.01190,101,73178.67348,42555349.76560
4240,1087183562,Gloria Ann Valentino,GloriaAnn118,924088800657231872,friday night fun🍷🍸🥂 @ Angelina's Tottenvilla https://t.co/PqF4OcThAs,"40.51348846,-74.25126335",1509154913473,2017-10-27 21:41:53-04:00,40.51349,-74.25126,503,189014.66684,599095086.34500
4241,21933334,B!$hop $hakur,TyonJReid,924088817744785409,"Watch ""He Need Some MILK Original"" on YouTube - https://t.co/Ts6eXWBuW2","40.8269922,-73.855931",1509154917547,2017-10-27 21:41:57-04:00,40.82699,-73.85593,209,62240.85835,114265535.76800
4242,19243536,Teshawn Edmonds,TeshawnEdmonds,924088831783170048,"#Repost @k_deer_
・・・
🎃 Happy Halloweekend! 👻 Enjoy your treats, tricks, frights and delights! 😜… https://t.co/cacWmxNaMi","40.75680824,-73.98880141",1509154920894,2017-10-27 21:42:00-04:00,40.75681,-73.98880,105,35291.45846,43790805.32250
4243,245112701,Casèy,Justbeingcase,924088872862183424,"Access granted #tidal 🙌🏾 @ Manhattan Center Events - Hammerstein Ballroom &amp; Grand Ballroom https://t.co/JNgFQkG2yx","40.7527,-73.99427",1509154930688,2017-10-27 21:42:10-04:00,40.75270,-73.99427,104,67935.34164,49291527.00720
4247,46832770,Adam Baker,abaker20,924088897113657344,"#ThisisUs - S2, Ep5 - ""Brothers"" Review and Recap  https://t.co/d6K32YoTNl","40.7207559,-74.0007613",1509154936470,2017-10-27 21:42:16-04:00,40.72076,-74.00076,102,34910.33502,37723314.25230
4250,24141908,derek plaslaiko,Plaslaiko,924088911608950784,I went too!! #beatsinspace @ White Columns https://t.co/KLlrFvzv0G,"40.73884943,-74.00419618",1509154939926,2017-10-27 21:42:19-04:00,40.73885,-74.00420,102,34910.33502,37723314.25230
4251,47695096,Candice,spinnellii,924088915589566464,@AuNaturale do it,"40.62541019,-73.94606272",1509154940875,2017-10-27 21:42:20-04:00,40.62541,-73.94606,318,190152.01231,235649871.89200
4252,318103857,A Beauty Feature,abeautyfeature,924088924917682176,"Details outside @gabrielahearst SS18, nyfw 📷 by @chrissmart #streetstyle #streetfashion… https://t.co/RtAl78N2gl","40.7142,-74.0064",1509154943099,2017-10-27 21:42:23-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
4256,19516897,S.kim.kim,Skimkim,924088942655188992,"#Repost @chicknorrisdj
・・・
🔊Fukkit. It’s Halloween. Me &amp; @biancasmix… https://t.co/TE4HhoJQbP","40.7078,-73.95575",1509154947328,2017-10-27 21:42:27-04:00,40.70780,-73.95575,301,69142.27325,131756437.44400
4257,100632779,Dj JoE C--Joel Tapia,Dj_joeCatador,924088955431108608,"Que Artistas Deben estar en Este Aniversario ? 
Jueves 30 de Noviembre Celebramos el… https://t.co/T83CYvAtY1","40.7142,-74.0064",1509154950374,2017-10-27 21:42:30-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
4258,3820138154,NYC Freecycle,NYCFreecycle,924088959361323008,WANTED: Flat Iron (Harlem) @ https://t.co/VPuKIGKdva #trashnothing,"40.8113824,-73.9447994",1509154951311,2017-10-27 21:42:31-04:00,40.81138,-73.94480,110,35828.70393,39083687.26840
4259,175070749,Joe Hill,vintagejoehill,924089037673193473,St Pat’s @ St. Patrick's Cathedral https://t.co/MRtDRze4Yu,"40.7591591,-73.9767532",1509154969982,2017-10-27 21:42:49-04:00,40.75916,-73.97675,105,35291.45846,43790805.32250
4260,34446965,Mo Lissa Smokes,SweetassMo,924089061945458688,"I SURE DO NEED THIS! @ Sitting Here, Just Chillin https://t.co/y1nAvhy3bJ","40.66774894,-73.88279311",1509154975769,2017-10-27 21:42:55-04:00,40.66775,-73.88279,305,65109.21091,155482769.78300
4261,19276328,Bri,BriEqualsKarma,924089077158285312,"I'm at The Storehouse in New York, NY https://t.co/0xIRlMNW4D","40.74264139,-73.99225462",1509154979396,2017-10-27 21:42:59-04:00,40.74264,-73.99225,105,35291.45846,43790805.32250
4264,3895821197,Anthony Grey,AnthonyGreyXXX,924089213544550401,Ready for another fun night tomorrow with @kareemmcjagger @thebritafilter @TBoylive… https://t.co/lNYBenN9Pk,"40.7330747,-74.0033036",1509155011913,2017-10-27 21:43:31-04:00,40.73307,-74.00330,102,34910.33502,37723314.25230
4265,27296035,Edward Cuneo,EDiiC,924089246188752896,yas bitch!! #amped thnx risenresistnyc @fischerspooner #werk @ Brooklyn Steel https://t.co/VrlUwG2Sa3,"40.71929,-73.9386899",1509155019696,2017-10-27 21:43:39-04:00,40.71929,-73.93869,301,69142.27325,131756437.44400
4266,16106513,Shannon Popov,shanpop,924089248822845440,parovstelarofficial from the old person standing/gathering area on the 2nd floor 👍🏻👯🦄 cc:… https://t.co/lr12kG0hYt,"40.76986,-73.99267",1509155020324,2017-10-27 21:43:40-04:00,40.76986,-73.99267,104,67935.34164,49291527.00720
4267,23084925,Alex Sensation,AlexSensation,924089256578109441,Me encanta compartir con las familias en @circovazquez gracias @memocirco por la invitación 🙏🏼❤️… https://t.co/5rLbbZV1Ft,"40.75683419,-73.84602157",1509155022173,2017-10-27 21:43:42-04:00,40.75683,-73.84602,481,53806.18693,47558466.53110
4268,782818754480656384,marcelolimapdx,marcelolimapdx,924089266019246080,"Underground wine cellar
Boulud Sud, New York, NY
@bouludsud
.
.
.
.
.
#zagat #foodandwine… https://t.co/FPkbCVM0hZ","40.77187,-73.9816",1509155024424,2017-10-27 21:43:44-04:00,40.77187,-73.98160,107,39863.65387,53153440.31120
4269,58402955,Events@809ny-LERUFFO,LERUFFO,924089276026978304,VEN A CELEBRAR TU CUMPLEANOS ESTE SABADO-SI TIENES TU DISFRAZ PUEDE USARLO PERO NO ES… https://t.co/oJlIPi1jAC,"40.86197,-73.9252",1509155026810,2017-10-27 21:43:46-04:00,40.86197,-73.92520,112,56223.04275,77969976.77950
4270,974641532,Nelly M.,thenellylaurice,924089344767512576,"Buddy and Akeshia on our lovely stroll in the boogie down!
#dogsofinstagram #dogwalker… https://t.co/3GNmJr7N9A","40.82698178,-73.92100957",1509155043199,2017-10-27 21:44:03-04:00,40.82698,-73.92101,204,31292.44098,55533384.37070
4271,77347886,Doris Daif,DDSethi,924089348114538496,"I'm at Bowlmor Chelsea Piers - @bowlmorlanes in New York, NY https://t.co/qxme5UI1sC","40.746488,-74.008461",1509155043997,2017-10-27 21:44:03-04:00,40.74649,-74.00846,104,67935.34164,49291527.00720
4272,1188125312,Rigoberto Santana,rigohinojosa491,924089392980951042,Paz y tranquilidad es los mejor que tiene la vida en Bronx N.Y.C https://t.co/TnJdrpKFTM,"40.86134519,-73.90350952",1509155054694,2017-10-27 21:44:14-04:00,40.86135,-73.90351,207,44785.47683,53311629.84340
4273,239825904,Shawn,takeanotherswig,924089431891595264,Carly's last shift :( - Drinking an Of First And Last Things by @HillFarmstead at @abconditmars  — https://t.co/S8pKDrpM1Y,"40.7746,-73.9085",1509155063971,2017-10-27 21:44:23-04:00,40.77460,-73.90850,401,90037.84523,171549338.61900
4274,21933334,B!$hop $hakur,TyonJReid,924089516889198592,Knicks 1-3,"40.8271322,-73.8560344",1509155084236,2017-10-27 21:44:44-04:00,40.82713,-73.85603,209,62240.85835,114265535.76800
4275,402334528,Thomas Schauer TASTE,schauerthomas,924089536300376066,🎥 it was fantastic working with chef #marcussamuelsson @marcuscooks for spectrumorganic #taste… https://t.co/77HGQnA17X,"40.7142,-74.0064",1509155088864,2017-10-27 21:44:48-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
4276,1324298652,Michael Grebinsky,Mgrebinsky,924089554109308928,As of #yesterdaynight we have a #frog living in our #pool @ Neck Road https://t.co/B9DBDyBKTk,"40.5951,-73.9553",1509155093110,2017-10-27 21:44:53-04:00,40.59510,-73.95530,315,115288.54122,131643044.02500
4277,26427876,Matthew Anchel,MatthewAnchel,924089641363533824,Reunited! rfelsie @nick_fitzer #friends #frienddate #bear #gayselfie #gaybear #gaycub #instagay… https://t.co/YgM5VS2dcB,"40.76805556,-73.98194444",1509155113913,2017-10-27 21:45:13-04:00,40.76806,-73.98194,104,67935.34164,49291527.00720
4279,3385320785,Matt Berger,matt8b9,924089718790242304,"Now accepting contributions on VENMO: matt-berger-6, SQUARE CASH: $MATT8B9, and PAYPAL:… https://t.co/CliNcC85Fa","40.66305556,-73.94472222",1509155132373,2017-10-27 21:45:32-04:00,40.66306,-73.94472,309,29962.79184,45330421.54670
4281,270094855,Matt Falcona,MFalcona13,924089776881496065,"You talkin to me? @ New York, New York https://t.co/dFc4uxFqgL","40.7142,-74.0064",1509155146223,2017-10-27 21:45:46-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
4282,18493472,BobbyHeadwrek,BobbyHeadwrek,924089793830629376,"After today, I deserve it! (@ Taco Bell in Ridgewood, NY) https://t.co/t7AjEeeJP0","40.70044435,-73.90265617",1509155150264,2017-10-27 21:45:50-04:00,40.70044,-73.90266,405,70005.25235,210395744.70900
4283,15338593,Garrett Lubertine,glnyc,924089798587043840,NYC caricature artist. @ 5th Avenue - New-York City USA https://t.co/AcitPxEWnh,"40.750372,-73.988355",1509155151398,2017-10-27 21:45:51-04:00,40.75037,-73.98835,105,35291.45846,43790805.32250
4284,33854129,christine,cy_eats,924089816043704320,Taking a dip into FryDay 🍤 From the new donsbogamblack 🇰🇷 See more on my #InstagramStories! @… https://t.co/LhrRqjgTbI,"40.7458,-73.98671",1509155155560,2017-10-27 21:45:55-04:00,40.74580,-73.98671,105,35291.45846,43790805.32250
4285,2182801527,cheyenne♫,cheyennemusicc,924089852919869440,"Not A Day Goes By -Stephen Sondheim🏆
.
.
.
#broadway #repost #instamusic #coversong… https://t.co/ytV0JfUzNx","40.78694444,-73.97527778",1509155164352,2017-10-27 21:46:04-04:00,40.78694,-73.97528,107,39863.65387,53153440.31120
4286,2892883485,Anthony,truhistory,924089875338444800,Lesson of the Day: Cheaters never win! @ Troy Liquor Bar https://t.co/7jztUkM6kO,"40.7404,-74.00541",1509155169697,2017-10-27 21:46:09-04:00,40.74040,-74.00541,102,34910.33502,37723314.25230
4287,359285608,Brooklyn Babe,runourbloodthin,924089876030435328,Went to see #citizenband and caught the subway home after two 16oz cans of beer I was nervous… https://t.co/wmneVXLy8i,"40.71945813,-74.00195693",1509155169862,2017-10-27 21:46:09-04:00,40.71946,-74.00196,102,34910.33502,37723314.25230
4288,487924673,Brianna Lee,briannaSunhe,924089892639981575,So lucky to rock with this incredibly talented cast! Two more chances to see #asketchofnewyork… https://t.co/gUlfGgoXBa,"40.7142,-74.0064",1509155173822,2017-10-27 21:46:13-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
4289,21933334,B!$hop $hakur,TyonJReid,924089895316017152,Frank!,"40.8269922,-73.855931",1509155174460,2017-10-27 21:46:14-04:00,40.82699,-73.85593,209,62240.85835,114265535.76800
4290,1306045189,Kita P,KitaPMusic,924089992057643008,"#HappeningNow #TheJam
.
D’homie delaceiba and  @eliefibrasil &amp;  cufabxnyc started doing these… https://t.co/0XS4iTl34F","40.8327,-73.9201",1509155197525,2017-10-27 21:46:37-04:00,40.83270,-73.92010,204,31292.44098,55533384.37070
4292,460708157,Kat Wildish,KatWildish,924090021254086657,"#danceclass #balletclass #adultsballet #balletprofessor #katwildish
#balletexpert #balletdetails… https://t.co/pZHwme8cKl","40.76269176,-73.97551288",1509155204486,2017-10-27 21:46:44-04:00,40.76269,-73.97551,105,35291.45846,43790805.32250
4294,488610704,Face by Sofia,sofiabny,924090039952396294,This sweetest couple is getting married in 2018 #bridetobe #engaged #wedding2018… https://t.co/LeYEvg5pHE,"40.7358,-74.0036",1509155208944,2017-10-27 21:46:48-04:00,40.73580,-74.00360,102,34910.33502,37723314.25230
4296,35955742,Lydia Coleman,lydiacolemanbjj,924090092787875841,What a night!!!! Amazon way to end the week. Drilled with dreams_into_reality86 for an hour and… https://t.co/1A5LVbAQ4o,"40.74671,-73.99619",1509155221541,2017-10-27 21:47:01-04:00,40.74671,-73.99619,104,67935.34164,49291527.00720
4297,18071302,djerikthered,djerikthered,924090099486167040,MORE HOUSE please... @ Polka Dot https://t.co/lJEFQcMpsr,"40.72616,-73.95201",1509155223138,2017-10-27 21:47:03-04:00,40.72616,-73.95201,301,69142.27325,131756437.44400
4298,21775138,childish filipino,hulyan,924090106042085378,Just posted a photo @ Madison Square Garden https://t.co/Q2dYiVfWWk,"40.7506734,-73.9923478",1509155224701,2017-10-27 21:47:04-04:00,40.75067,-73.99235,105,35291.45846,43790805.32250
4299,613996911,"02 Real , 02 Amazin",02_Amazin,924090134387097600,#SELFMADE #Numberonecontender for that #topspot check out my #playlist on #DATPIFF… https://t.co/yeXsDIkHnz,"40.62533043,-74.15638731",1509155231459,2017-10-27 21:47:11-04:00,40.62533,-74.15639,501,157947.49275,376911350.04200
4300,14156795,Eileen Doñiego,eyemusing,924090145992773632,"I'm at @TheHoneywellNyc in New York, NY https://t.co/IckTnejqsn","40.82855575,-73.94876906",1509155234226,2017-10-27 21:47:14-04:00,40.82856,-73.94877,109,34958.20173,41889762.67080
4302,517225657,✨ModelViews✨ PnV🗽,ModelViews,924090156163977216,"I'm at Starbucks in New York, NY https://t.co/FYku136zKk","40.772358,-73.94992",1509155236651,2017-10-27 21:47:16-04:00,40.77236,-73.94992,108,53561.20587,55168905.39990
4303,455548845,タイタンオマル,Gh0stxsenpai,924090157770379264,I couldn’t hear myself then got unplugged so I said fuck it 🤷🏽‍♂️😅 stop what you’re doing rn and… https://t.co/OXzzDevGXP,"40.70274,-73.9295099",1509155237034,2017-10-27 21:47:17-04:00,40.70274,-73.92951,304,37008.10041,56663216.54580
4304,59112513,Tracy Dizon トレイシー,tracydizon,924090184538365952,"My birthday being Halloween would seem so much fun elsewhere in the world. Hehe. Not in Manila,… https://t.co/TSnG6WF25x","40.74311067,-73.9591636",1509155243416,2017-10-27 21:47:23-04:00,40.74311,-73.95916,402,72178.85260,139896643.48500
4305,375282878,Lourdes Acevedo,lourdesacevedo9,924090201630265344,"It’s my life ...I own It! DA good...Da bad &amp; Da ugly 💋 @ Cafe Nunez https://t.co/4OzatU5Kth","40.75213242,-73.99185181",1509155247491,2017-10-27 21:47:27-04:00,40.75213,-73.99185,105,35291.45846,43790805.32250
4306,18817827,Squish Rot-brrr-sin,SquigsRobertson,924090209062363136,"Skelestrings! @ Cathedral of St. John the Divine, NYC https://t.co/eRcprd3r0w","40.80385199,-73.96251136",1509155249263,2017-10-27 21:47:29-04:00,40.80385,-73.96251,109,34958.20173,41889762.67080
4307,4116617853,CKO UpperEastSideNYC,CKOUpperEastNYC,924090220919783424,Salt Saturday with @korandkarma at 8:15 am and 9:30 am followed by coachjulindo at 10:45 am and… https://t.co/bXv6dqPzTQ,"40.77552,-73.94993",1509155252090,2017-10-27 21:47:32-04:00,40.77552,-73.94993,108,53561.20587,55168905.39990
4308,262818933,afua,justafua,924090259520049152,"BLACK. COFFEE.
✨
Part 2 of 2
✨
🖤
☕️
🎼
🎸
🎹
🎻
🎙
#SANGIN' #BlackCoffee where #Jazz meets #TheBlues… https://t.co/cyoXHmnPye","40.72306209,-74.00285649",1509155261293,2017-10-27 21:47:41-04:00,40.72306,-74.00286,102,34910.33502,37723314.25230
4309,41843788,Ejbeats,ejbeats,924090267380146176,"🎧 #music @ Bedford–Stuyvesant, Brooklyn https://t.co/LNOHiG1cDm","40.68333333,-73.94111111",1509155263167,2017-10-27 21:47:43-04:00,40.68333,-73.94111,303,36213.69623,79461360.00750
4310,105587490,Kitty  •,kayGeeOh_,924090269670232064,@AwesomeMe0322 what do you eat a lot of? I been eating lots of soups and I eat a lot of oatmeal now to and drink alottttt of water,"40.736021,-73.861593",1509155263713,2017-10-27 21:47:43-04:00,40.73602,-73.86159,404,37018.37313,65739661.90650
4311,27533606,♍ KING,trendsetter86,924090293711802369,"#GoodTimes w/ my boo @ New York, New York https://t.co/BtTjBqyMAM","40.7142,-74.0064",1509155269445,2017-10-27 21:47:49-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
4313,835000918626172930,Chelsea Raymond,themidtowndonna,924090297847513089,Find yourself someone who smiles at you the way he smiles at me ♡ #blessed @ Riverdale Diner https://t.co/Tg2LjSh3Xf,"40.88511,-73.90128",1509155270431,2017-10-27 21:47:50-04:00,40.88511,-73.90128,208,47817.45484,92071724.03180
4314,38081361,Mrs. Papa,itsJessNYC,924090348770643969,"🌛#feelgoodfriday🌜
 🌛#feelingmyself🌜
 . . . 🌛#selfie🌜. . . @ Ridgewood, Queens https://t.co/244vbOxX2T","40.7,-73.9056",1509155282572,2017-10-27 21:48:02-04:00,40.70000,-73.90560,405,70005.25235,210395744.70900
4316,92343524,Daniel Quintanilla,DanielplsLauren,924090365736574981,"And so...... it begins.  A fun-filled #halloween weekend here in #manhattan, where tonight, in… https://t.co/4GMO4fWJZ2","40.745278,-74.002222",1509155286617,2017-10-27 21:48:06-04:00,40.74528,-74.00222,104,67935.34164,49291527.00720
4318,410315753,Brianne Reilly,briireilly,924090381393911808,Ready for abduction 👽💫 @ Milky Way Galaxy https://t.co/aaO3VxcwTk,"40.76324986,-73.98909383",1509155290350,2017-10-27 21:48:10-04:00,40.76325,-73.98909,104,67935.34164,49291527.00720
4319,19212174,G-Bo The Pro,GBOTHEPRO,924090383155515392,"My man etripps &amp; @pecosapreciosa popped in! It's been a MINUTE! ❤️ #lovenolimit @ W New York -… https://t.co/u1Gzx4KKGD","40.7091713,-74.013504",1509155290770,2017-10-27 21:48:10-04:00,40.70917,-74.01350,101,73178.67348,42555349.76560
4321,612006328,Matt Loberg,lobes9,924090423286448128,Forgive me Father for I have sinned. @ Hell's Kitchen https://t.co/Tab4ta4II2,"40.763186,-73.994508",1509155300338,2017-10-27 21:48:20-04:00,40.76319,-73.99451,104,67935.34164,49291527.00720
4323,17954952,EdgarCasillas,EdgarCasillas,924090503112548352,Salud @ Almond NYC https://t.co/NzWARNaP0o,"40.74018,-73.98868",1509155319370,2017-10-27 21:48:39-04:00,40.74018,-73.98868,105,35291.45846,43790805.32250
4325,23084925,Alex Sensation,AlexSensation,924090510670811136,Con mi brother @memocirco @circovazquez gracias por todo hermano 🙏🏼❤️ @ Citi Field https://t.co/z5d80vQGzv,"40.75683419,-73.84602157",1509155321172,2017-10-27 21:48:41-04:00,40.75683,-73.84602,481,53806.18693,47558466.53110
4327,2968148254,CheckOutStore,checkoutstoretm,924090587254575105,400 STANDARD Black Double CD Jewel Case $76.00 https://t.co/pZxjW49Dd6 #CD #Jewel #Cases #Generic https://t.co/wBknGup20p,"40.6548713,-74.0064354",1509155339431,2017-10-27 21:48:59-04:00,40.65487,-74.00644,307,88629.72586,104170795.21500
4328,3820138154,NYC Freecycle,NYCFreecycle,924090589569781760,FREE: iPhone 6s PLUS screen cover 2 (Times square) @ https://t.co/5oXCHFjaHt #trashnothing,"40.759704,-73.984655",1509155339983,2017-10-27 21:48:59-04:00,40.75970,-73.98466,105,35291.45846,43790805.32250
4329,57062941,fau andrade,fauandrade,924090643084906497,"Just posted a photo @ Manhattan, New York https://t.co/elyFuyHn9O","40.7779,-73.9675",1509155352742,2017-10-27 21:49:12-04:00,40.77790,-73.96750,164,32726.02375,38312049.54350
4331,27296035,Edward Cuneo,EDiiC,924090669563445248,pick one... #toomany #riseandresist risenresistnyc @fischerspooner #squadgoals @ Brooklyn Steel https://t.co/UnBEetxxCd,"40.71929,-73.9386899",1509155359055,2017-10-27 21:49:19-04:00,40.71929,-73.93869,301,69142.27325,131756437.44400
